Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A
14/08/2021,Leicester,Wolves,1,0,H,1.66,3.8,5.25
14/08/2021,Watford,Aston Villa,3,2,H,3.1,3.2,2.37
14/08/2021,Norwich,Liverpool,0,3,A,9.0,5.75,1.3
15/08/2021,Newcastle,West Ham,2,4,A,3.2,3.5,2.2
15/08/2021,Tottenham,Man City,1,0,H,5.5,4.2,1.6
21/08/2021,Liverpool,Burnley,2,0,H,1.18,7.5,13.0
21/08/2021,Aston Villa,Newcastle,2,0,H,1.8,3.75,4.33
21/08/2021,Crystal Palace,Brentford,0,0,D,2.55,3.2,2.87
21/08/2021,Leeds,Everton,2,2,D,2.37,3.4,3.0
21/08/2021,Man City,Norwich,5,0,H,1.08,11.0,26.0
21/08/2021,Brighton,Watford,2,0,H,1.7,3.5,5.75
22/08/2021,Southampton,Man United,1,1,D,5.5,4.2,1.57
22/08/2021,Wolves,Tottenham,0,1,A,3.2,3.2,2.35
22/08/2021,Arsenal,Chelsea,0,2,A,4.75,3.75,1.72
23/08/2021,West Ham,Leicester,4,1,H,2.5,3.5,2.75
28/08/2021,Man City,Arsenal,5,0,H,1.25,6.0,12.0
28/08/2021,Aston Villa,Brentford,1,1,D,1.95,3.6,3.8
28/08/2021,Brighton,Everton,0,2,A,2.3,3.2,3.3
28/08/2021,Newcastle,Southampton,2,2,D,2.5,3.4,2.8
28/08/2021,Norwich,Leicester,1,2,A,4.5,3.5,1.85
28/08/2021,West Ham,Crystal Palace,2,2,D,1.55,4.0,6.5
28/08/2021,Liverpool,Chelsea,1,1,D,2.45,3.3,2.9
29/08/2021,Burnley,Leeds,1,1,D,3.1,3.5,2.25
29/08/2021,Tottenham,Watford,1,0,H,1.36,4.75,9.0
29/08/2021,Wolves,Man United,0,1,A,5.0,3.5,1.75
11/09/2021,Crystal Palace,Tottenham,3,0,H,4.2,3.5,1.9
11/09/2021,Arsenal,Norwich,1,0,H,1.5,4.6,6.0
11/09/2021,Brentford,Brighton,0,1,A,2.8,3.2,2.62
11/09/2021,Leicester,Man City,0,1,A,6.0,4.0,1.57
11/09/2021,Man United,Newcastle,4,1,H,1.18,7.5,15.0
11/09/2021,Southampton,West Ham,0,0,D,2.9,3.5,2.4
11/09/2021,Watford,Wolves,0,2,A,3.4,3.2,2.25
11/09/2021,Chelsea,Aston Villa,3,0,H,1.28,5.5,11.0
12/09/2021,Leeds,Liverpool,0,3,A,4.33,4.0,1.75
13/09/2021,Everton,Burnley,3,1,H,1.7,3.75,5.0
17/09/2021,Newcastle,Leeds,1,1,D,3.0,3.6,2.3
18/09/2021,Wolves,Brentford,0,2,A,1.83,3.25,5.0
18/09/2021,Burnley,Arsenal,0,1,A,3.8,3.6,1.95
18/09/2021,Liverpool,Crystal Palace,3,0,H,1.2,7.0,13.0
18/09/2021,Man City,Southampton,0,0,D,1.12,9.5,17.0
18/09/2021,Norwich,Watford,1,3,A,2.15,3.3,3.5
18/09/2021,Aston Villa,Everton,3,0,H,2.4,3.3,3.0
19/09/2021,Brighton,Leicester,2,1,H,2.7,3.2,2.75
19/09/2021,West Ham,Man United,1,2,A,4.33,4.0,1.75
19/09/2021,Tottenham,Chelsea,0,3,A,5.0,3.8,1.7
25/09/2021,Chelsea,Man City,0,1,A,2.62,3.2,2.75
25/09/2021,Man United,Aston Villa,0,1,A,1.36,5.25,8.0
25/09/2021,Everton,Norwich,2,0,H,1.61,3.8,5.75
25/09/2021,Leeds,West Ham,1,2,A,3.0,3.6,2.25
25/09/2021,Leicester,Burnley,2,2,D,1.57,4.0,6.0
25/09/2021,Watford,Newcastle,1,1,D,2.2,3.4,3.3
25/09/2021,Brentford,Liverpool,3,3,D,7.0,4.5,1.45
26/09/2021,Southampton,Wolves,0,1,A,2.62,3.2,2.8
26/09/2021,Arsenal,Tottenham,3,1,H,2.15,3.3,3.5
27/09/2021,Crystal Palace,Brighton,1,1,D,3.1,3.2,2.45
02/10/2021,Man United,Everton,1,1,D,1.45,4.33,7.5
02/10/2021,Burnley,Norwich,0,0,D,1.85,3.6,4.33
02/10/2021,Chelsea,Southampton,3,1,H,1.36,4.75,9.0
02/10/2021,Leeds,Watford,1,0,H,1.7,4.0,4.75
02/10/2021,Wolves,Newcastle,2,1,H,1.61,4.2,5.25
02/10/2021,Brighton,Arsenal,0,0,D,3.0,3.25,2.4
03/10/2021,Crystal Palace,Leicester,2,2,D,3.1,3.4,2.3
03/10/2021,Tottenham,Aston Villa,2,1,H,2.1,3.6,3.4
03/10/2021,West Ham,Brentford,1,2,A,1.75,3.75,4.75
03/10/2021,Liverpool,Man City,2,2,D,2.87,3.5,2.4
16/10/2021,Watford,Liverpool,0,5,A,8.5,5.5,1.33
16/10/2021,Aston Villa,Wolves,2,3,A,2.15,3.25,3.5
16/10/2021,Leicester,Man United,4,2,H,3.5,3.6,2.05
16/10/2021,Man City,Burnley,2,0,H,1.12,9.0,19.0
16/10/2021,Norwich,Brighton,0,0,D,3.6,3.4,2.1
16/10/2021,Southampton,Leeds,1,0,H,2.3,3.5,3.0
16/10/2021,Brentford,Chelsea,0,1,A,6.5,3.8,1.57
17/10/2021,Everton,West Ham,0,1,A,2.5,3.4,2.8
17/10/2021,Newcastle,Tottenham,2,3,A,3.5,3.6,2.05
18/10/2021,Arsenal,Crystal Palace,2,2,D,1.6,3.8,6.0
22/10/2021,Arsenal,Aston Villa,3,1,H,1.83,3.75,4.2
23/10/2021,Chelsea,Norwich,7,0,H,1.18,7.0,15.0
23/10/2021,Crystal Palace,Newcastle,1,1,D,1.9,3.6,4.0
23/10/2021,Everton,Watford,2,5,A,1.65,3.8,5.5
23/10/2021,Leeds,Wolves,1,1,D,2.4,3.4,2.87
23/10/2021,Southampton,Burnley,2,2,D,1.95,3.5,3.9
23/10/2021,Brighton,Man City,1,4,A,8.0,4.75,1.4
24/10/2021,Brentford,Leicester,1,2,A,2.62,3.3,2.7
24/10/2021,West Ham,Tottenham,1,0,H,2.3,3.5,3.0
24/10/2021,Man United,Liverpool,0,5,A,3.1,3.6,2.2
30/10/2021,Leicester,Arsenal,0,2,A,2.4,3.5,2.87
30/10/2021,Burnley,Brentford,3,1,H,2.6,3.3,2.75
30/10/2021,Liverpool,Brighton,2,2,D,1.22,6.5,13.0
30/10/2021,Man City,Crystal Palace,0,2,A,1.14,8.0,19.0
30/10/2021,Newcastle,Chelsea,0,3,A,8.5,5.0,1.36
30/10/2021,Watford,Southampton,0,1,A,3.2,3.3,2.3
30/10/2021,Tottenham,Man United,0,3,A,2.87,3.6,2.37
31/10/2021,Norwich,Leeds,1,2,A,3.4,3.5,2.1
31/10/2021,Aston Villa,West Ham,1,4,A,2.8,3.5,2.45
01/11/2021,Wolves,Everton,2,1,H,2.2,3.2,3.5
05/11/2021,Southampton,Aston Villa,1,0,H,1.95,3.6,3.75
06/11/2021,Man United,Man City,0,2,A,4.75,4.0,1.7
06/11/2021,Brentford,Norwich,1,2,A,1.6,4.0,5.75
06/11/2021,Chelsea,Burnley,1,1,D,1.25,6.0,12.0
06/11/2021,Crystal Palace,Wolves,2,0,H,2.45,3.2,3.0
06/11/2021,Brighton,Newcastle,1,1,D,1.57,3.9,6.0
07/11/2021,Arsenal,Watford,1,0,H,1.36,4.75,8.5
07/11/2021,Everton,Tottenham,0,0,D,3.1,3.25,2.37
07/11/2021,Leeds,Leicester,1,1,D,2.8,3.5,2.45
07/11/2021,West Ham,Liverpool,3,2,H,4.75,4.0,1.7
20/11/2021,Leicester,Chelsea,0,3,A,4.75,3.75,1.75
20/11/2021,Aston Villa,Brighton,2,0,H,2.45,3.3,2.9
20/11/2021,Burnley,Crystal Palace,3,3,D,2.7,3.2,2.7
20/11/2021,Newcastle,Brentford,3,3,D,2.62,3.4,2.7
20/11/2021,Norwich,Southampton,2,1,H,3.6,3.5,2.05
20/11/2021,Watford,Man United,4,1,H,6.5,4.75,1.45
20/11/2021,Wolves,West Ham,1,0,H,3.0,3.25,2.4
20/11/2021,Liverpool,Arsenal,4,0,H,1.45,4.75,6.5
21/11/2021,Man City,Everton,3,0,H,1.14,8.0,19.0
21/11/2021,Tottenham,Leeds,2,1,H,1.7,4.2,4.5
27/11/2021,Arsenal,Newcastle,2,0,H,1.44,4.75,7.0
27/11/2021,Crystal Palace,Aston Villa,1,2,A,2.2,3.4,3.3
27/11/2021,Liverpool,Southampton,4,0,H,1.28,6.0,9.0
27/11/2021,Norwich,Wolves,0,0,D,3.5,3.3,2.15
27/11/2021,Brighton,Leeds,0,0,D,2.05,3.4,3.75
28/11/2021,Brentford,Everton,1,0,H,2.25,3.2,3.4
28/11/2021,Leicester,Watford,4,2,H,1.61,4.0,5.5
28/11/2021,Man City,West Ham,2,1,H,1.28,5.75,10.0
28/11/2021,Chelsea,Man United,1,1,D,1.57,4.0,6.0
30/11/2021,Newcastle,Norwich,1,1,D,1.95,3.5,3.9
30/11/2021,Leeds,Crystal Palace,1,0,H,2.4,3.3,3.0
01/12/2021,Southampton,Leicester,2,2,D,2.37,3.5,2.87
01/12/2021,Watford,Chelsea,1,2,A,10.0,5.25,1.3
01/12/2021,West Ham,Brighton,1,1,D,1.95,3.6,3.8
01/12/2021,Wolves,Burnley,0,0,D,1.85,3.5,4.33
01/12/2021,Aston Villa,Man City,1,2,A,9.0,5.25,1.33
01/12/2021,Everton,Liverpool,1,4,A,7.5,5.25,1.36
02/12/2021,Tottenham,Brentford,2,0,H,1.6,4.2,5.25
02/12/2021,Man United,Arsenal,3,2,H,1.95,3.75,3.75
04/12/2021,West Ham,Chelsea,3,2,H,4.75,3.6,1.75
04/12/2021,Newcastle,Burnley,1,0,H,2.3,3.3,3.2
04/12/2021,Southampton,Brighton,1,1,D,2.45,3.2,3.0
04/12/2021,Wolves,Liverpool,0,1,A,8.0,4.75,1.4
04/12/2021,Watford,Man City,1,3,A,12.0,7.0,1.2
05/12/2021,Leeds,Brentford,2,2,D,1.95,3.6,3.8
05/12/2021,Man United,Crystal Palace,1,0,H,1.5,4.33,6.5
05/12/2021,Tottenham,Norwich,3,0,H,1.36,5.0,8.5
05/12/2021,Aston Villa,Leicester,2,1,H,2.37,3.4,3.0
06/12/2021,Everton,Arsenal,2,1,H,3.4,3.5,2.1
10/12/2021,Brentford,Watford,2,1,H,2.25,3.3,3.3
11/12/2021,Man City,Wolves,1,0,H,1.14,8.0,19.0
11/12/2021,Arsenal,Southampton,3,0,H,1.61,4.0,5.5
11/12/2021,Chelsea,Leeds,3,2,H,1.25,5.75,12.0
11/12/2021,Liverpool,Aston Villa,1,0,H,1.2,7.0,13.0
11/12/2021,Norwich,Man United,0,1,A,7.0,4.5,1.45
12/12/2021,Burnley,West Ham,0,0,D,3.6,3.6,2.0
12/12/2021,Leicester,Newcastle,4,0,H,1.66,4.1,4.75
12/12/2021,Crystal Palace,Everton,3,1,H,2.3,3.2,3.3
14/12/2021,Norwich,Aston Villa,0,2,A,3.3,3.3,2.25
14/12/2021,Man City,Leeds,7,0,H,1.14,8.5,15.0
15/12/2021,Brighton,Wolves,0,1,A,2.25,3.1,3.5
15/12/2021,Crystal Palace,Southampton,2,2,D,2.15,3.3,3.5
15/12/2021,Arsenal,West Ham,2,0,H,2.1,3.6,3.3
16/12/2021,Chelsea,Everton,1,1,D,1.22,6.5,13.0
16/12/2021,Liverpool,Newcastle,3,1,H,1.12,9.0,19.0
18/12/2021,Leeds,Arsenal,1,4,A,3.9,3.8,1.83
19/12/2021,Newcastle,Man City,0,4,A,13.0,7.5,1.18
19/12/2021,Wolves,Chelsea,0,0,D,7.0,4.2,1.5
19/12/2021,Tottenham,Liverpool,2,2,D,5.25,4.75,1.53
26/12/2021,Man City,Leicester,6,3,H,1.18,7.5,13.0
26/12/2021,Norwich,Arsenal,0,5,A,8.0,4.75,1.4
26/12/2021,Tottenham,Crystal Palace,3,0,H,1.72,3.8,4.75
26/12/2021,West Ham,Southampton,2,3,A,1.8,3.9,4.2
26/12/2021,Aston Villa,Chelsea,1,3,A,5.25,3.8,1.65
26/12/2021,Brighton,Brentford,2,0,H,1.9,3.4,4.2
27/12/2021,Newcastle,Man United,1,1,D,6.5,4.75,1.44
28/12/2021,Crystal Palace,Norwich,3,0,H,1.65,3.75,5.5
28/12/2021,Southampton,Tottenham,1,1,D,3.75,3.5,2.0
28/12/2021,Watford,West Ham,1,4,A,3.4,3.6,2.1
28/12/2021,Leicester,Liverpool,1,0,H,8.0,5.5,1.33
29/12/2021,Chelsea,Brighton,1,1,D,1.4,4.5,7.5
29/12/2021,Brentford,Man City,0,1,A,19.0,8.0,1.14
30/12/2021,Man United,Burnley,3,1,H,1.36,5.0,9.0
01/01/2022,Arsenal,Man City,1,2,A,5.75,4.75,1.5
01/01/2022,Watford,Tottenham,0,1,A,5.0,4.2,1.61
01/01/2022,Crystal Palace,West Ham,2,3,A,3.1,3.4,2.3
02/01/2022,Brentford,Aston Villa,2,1,H,3.0,3.3,2.4
02/01/2022,Everton,Brighton,2,3,A,2.75,3.2,2.62
02/01/2022,Leeds,Burnley,3,1,H,2.05,3.5,3.5
02/01/2022,Chelsea,Liverpool,2,2,D,3.1,3.5,2.25
03/01/2022,Man United,Wolves,0,1,A,1.53,4.33,6.0
11/01/2022,Southampton,Brentford,4,1,H,2.05,3.4,3.6
12/01/2022,West Ham,Norwich,2,0,H,1.28,5.5,10.0
14/01/2022,Brighton,Crystal Palace,1,1,D,2.05,3.3,3.8
15/01/2022,Man City,Chelsea,1,0,H,1.65,4.0,5.0
15/01/2022,Newcastle,Watford,1,1,D,2.0,3.6,3.6
15/01/2022,Norwich,Everton,2,1,H,3.75,3.5,2.0
15/01/2022,Wolves,Southampton,3,1,H,2.25,3.2,3.4
15/01/2022,Aston Villa,Man United,2,2,D,2.87,3.5,2.4
16/01/2022,Liverpool,Brentford,3,0,H,1.3,5.5,10.0
16/01/2022,West Ham,Leeds,2,3,A,1.61,4.2,5.0
18/01/2022,Brighton,Chelsea,1,1,D,4.75,3.75,1.72
19/01/2022,Leicester,Tottenham,2,3,A,3.0,3.5,2.3
19/01/2022,Brentford,Man United,1,3,A,4.5,3.7,1.8
21/01/2022,Watford,Norwich,0,3,A,2.0,3.5,3.75
22/01/2022,Everton,Aston Villa,0,1,A,2.75,3.25,2.62
22/01/2022,Brentford,Wolves,1,2,A,3.2,2.8,2.6
22/01/2022,Leeds,Newcastle,0,1,A,2.0,3.5,3.75
22/01/2022,Man United,West Ham,1,0,H,1.85,3.8,4.0
22/01/2022,Southampton,Man City,1,1,D,10.0,6.5,1.25
23/01/2022,Arsenal,Burnley,0,0,D,1.36,4.75,9.0
23/01/2022,Crystal Palace,Liverpool,1,3,A,6.0,4.2,1.53
23/01/2022,Leicester,Brighton,1,1,D,2.5,3.25,2.9
23/01/2022,Chelsea,Tottenham,2,0,H,1.61,4.2,5.0
05/02/2022,Burnley,Watford,0,0,D,2.2,3.25,3.5
08/02/2022,Newcastle,Everton,3,1,H,2.5,3.25,2.87
08/02/2022,West Ham,Watford,1,0,H,1.55,4.2,5.75
08/02/2022,Burnley,Man United,1,1,D,5.5,4.0,1.61
09/02/2022,Man City,Brentford,2,0,H,1.1,9.5,23.0
09/02/2022,Norwich,Crystal Palace,1,1,D,3.5,3.25,2.15
09/02/2022,Tottenham,Southampton,2,3,A,1.6,4.0,5.5
09/02/2022,Aston Villa,Leeds,3,3,D,1.8,3.8,4.2
10/02/2022,Liverpool,Leicester,2,0,H,1.25,6.5,10.0
10/02/2022,Wolves,Arsenal,0,1,A,3.5,3.2,2.2
12/02/2022,Man United,Southampton,1,1,D,1.6,4.0,5.5
12/02/2022,Brentford,Crystal Palace,0,0,D,2.55,3.1,3.0
12/02/2022,Everton,Leeds,3,0,H,2.25,3.5,3.0
12/02/2022,Watford,Brighton,0,2,A,3.5,3.3,2.05
12/02/2022,Norwich,Man City,0,4,A,15.0,8.0,1.16
13/02/2022,Burnley,Liverpool,0,1,A,10.0,5.25,1.28
13/02/2022,Newcastle,Aston Villa,1,0,H,2.7,3.3,2.62
13/02/2022,Tottenham,Wolves,0,2,A,1.7,3.6,5.5
13/02/2022,Leicester,West Ham,2,2,D,2.9,3.5,2.3
15/02/2022,Man United,Brighton,2,0,H,1.72,3.75,4.75
19/02/2022,West Ham,Newcastle,1,1,D,1.7,4.0,4.75
19/02/2022,Arsenal,Brentford,2,1,H,1.44,4.2,8.0
19/02/2022,Aston Villa,Watford,0,1,A,1.65,3.6,5.75
19/02/2022,Brighton,Burnley,0,3,A,1.66,3.5,6.0
19/02/2022,Crystal Palace,Chelsea,0,1,A,5.5,3.8,1.65
19/02/2022,Liverpool,Norwich,3,1,H,1.1,9.0,23.0
19/02/2022,Southampton,Everton,2,0,H,2.1,3.5,3.5
19/02/2022,Man City,Tottenham,2,3,A,1.28,6.0,10.0
20/02/2022,Leeds,Man United,2,4,A,3.9,3.8,1.85
20/02/2022,Wolves,Leicester,2,1,H,2.25,3.3,3.25
23/02/2022,Burnley,Tottenham,1,0,H,4.6,3.8,1.75
23/02/2022,Watford,Crystal Palace,1,4,A,3.1,3.3,2.3
23/02/2022,Liverpool,Leeds,6,0,H,1.16,8.0,15.0
24/02/2022,Arsenal,Wolves,2,1,H,1.65,3.8,5.5
25/02/2022,Southampton,Norwich,2,0,H,1.53,4.33,6.0
26/02/2022,Leeds,Tottenham,0,4,A,4.2,3.6,1.85
26/02/2022,Brentford,Newcastle,0,2,A,2.5,3.2,3.0
26/02/2022,Crystal Palace,Burnley,1,1,D,1.9,3.6,4.0
26/02/2022,Man United,Watford,0,0,D,1.3,5.5,9.5
26/02/2022,Brighton,Aston Villa,0,2,A,2.2,3.3,3.5
26/02/2022,Everton,Man City,0,1,A,10.0,5.75,1.28
27/02/2022,West Ham,Wolves,1,0,H,2.05,3.3,3.8
01/03/2022,Burnley,Leicester,0,2,A,2.9,3.4,2.4
05/03/2022,Leicester,Leeds,1,0,H,1.75,4.0,4.2
05/03/2022,Aston Villa,Southampton,4,0,H,2.3,3.5,3.0
05/03/2022,Burnley,Chelsea,0,4,A,6.5,4.33,1.5
05/03/2022,Newcastle,Brighton,2,1,H,2.75,3.2,2.62
05/03/2022,Norwich,Brentford,1,3,A,2.9,3.1,2.5
05/03/2022,Wolves,Crystal Palace,0,2,A,2.3,3.1,3.4
05/03/2022,Liverpool,West Ham,1,0,H,1.28,5.75,9.5
06/03/2022,Watford,Arsenal,2,3,A,6.0,4.0,1.57
06/03/2022,Man City,Man United,4,1,H,1.4,4.75,7.5
07/03/2022,Tottenham,Everton,5,0,H,1.57,3.8,5.75
10/03/2022,Norwich,Chelsea,1,3,A,11.0,4.75,1.3
10/03/2022,Southampton,Newcastle,1,2,A,2.0,3.75,3.5
10/03/2022,Wolves,Watford,4,0,H,1.75,3.6,4.5
10/03/2022,Leeds,Aston Villa,0,3,A,2.7,3.5,2.5
12/03/2022,Brighton,Liverpool,0,2,A,6.0,4.33,1.5
12/03/2022,Brentford,Burnley,2,0,H,2.15,3.2,3.6
12/03/2022,Man United,Tottenham,3,2,H,2.2,3.4,3.25
13/03/2022,Chelsea,Newcastle,1,0,H,1.3,5.25,11.0
13/03/2022,Everton,Wolves,0,1,A,2.3,3.2,3.3
13/03/2022,Leeds,Norwich,2,1,H,1.55,4.2,5.75
13/03/2022,Southampton,Watford,1,2,A,1.6,4.2,5.25
13/03/2022,West Ham,Aston Villa,2,1,H,2.25,3.3,3.3
13/03/2022,Arsenal,Leicester,2,0,H,1.5,4.5,6.0
14/03/2022,Crystal Palace,Man City,0,0,D,10.0,5.0,1.33
16/03/2022,Brighton,Tottenham,0,2,A,3.3,3.3,2.25
16/03/2022,Arsenal,Liverpool,0,2,A,3.5,4.0,1.9
17/03/2022,Everton,Newcastle,1,0,H,2.4,3.25,3.1
18/03/2022,Wolves,Leeds,2,3,A,2.1,3.5,3.4
19/03/2022,Aston Villa,Arsenal,0,1,A,3.0,3.3,2.4
20/03/2022,Leicester,Brentford,2,1,H,2.15,3.4,3.4
20/03/2022,Tottenham,West Ham,3,1,H,1.72,3.8,4.75
02/04/2022,Liverpool,Watford,2,0,H,1.12,9.5,17.0
02/04/2022,Brighton,Norwich,0,0,D,1.5,4.0,7.0
02/04/2022,Burnley,Man City,0,2,A,15.0,6.5,1.2
02/04/2022,Chelsea,Brentford,1,4,A,1.33,5.0,10.0
02/04/2022,Leeds,Southampton,1,1,D,2.37,3.75,2.75
02/04/2022,Wolves,Aston Villa,2,1,H,3.0,3.1,2.55
02/04/2022,Man United,Leicester,1,1,D,1.5,4.5,6.0
03/04/2022,West Ham,Everton,2,1,H,1.75,3.8,4.5
03/04/2022,Tottenham,Newcastle,5,1,H,1.5,4.33,6.5
04/04/2022,Crystal Palace,Arsenal,3,0,H,4.0,3.4,1.95
06/04/2022,Burnley,Everton,3,2,H,2.62,3.1,2.87
08/04/2022,Newcastle,Wolves,1,0,H,2.25,3.1,3.4
09/04/2022,Everton,Man United,1,0,H,4.6,3.75,1.75
09/04/2022,Arsenal,Brighton,1,2,A,1.61,3.8,5.75
09/04/2022,Southampton,Chelsea,0,6,A,3.8,3.6,1.95
09/04/2022,Watford,Leeds,0,3,A,2.7,3.4,2.55
09/04/2022,Aston Villa,Tottenham,0,4,A,3.2,3.4,2.25
10/04/2022,Brentford,West Ham,2,0,H,2.62,3.3,2.62
10/04/2022,Leicester,Crystal Palace,2,1,H,2.37,3.3,2.9
10/04/2022,Norwich,Burnley,2,0,H,2.87,3.2,2.55
10/04/2022,Man City,Liverpool,2,2,D,2.0,3.75,3.5
16/04/2022,Tottenham,Brighton,0,1,A,1.53,4.0,6.5
16/04/2022,Man United,Norwich,3,2,H,1.25,6.5,10.0
16/04/2022,Southampton,Arsenal,1,0,H,3.8,3.6,1.95
16/04/2022,Watford,Brentford,1,2,A,2.7,3.3,2.55
17/04/2022,Newcastle,Leicester,2,1,H,2.2,3.4,3.3
17/04/2022,West Ham,Burnley,1,1,D,1.7,3.8,5.0
19/04/2022,Liverpool,Man United,4,0,H,1.4,5.0,7.0
20/04/2022,Chelsea,Arsenal,2,4,A,1.83,3.6,4.33
20/04/2022,Everton,Leicester,1,1,D,2.25,3.4,3.25
20/04/2022,Newcastle,Crystal Palace,1,0,H,2.25,3.4,3.25
20/04/2022,Man City,Brighton,3,0,H,1.16,7.0,17.0
21/04/2022,Burnley,Southampton,2,0,H,2.75,3.25,2.62
23/04/2022,Arsenal,Man United,3,1,H,2.05,3.5,3.5
23/04/2022,Leicester,Aston Villa,0,0,D,2.8,3.4,2.5
23/04/2022,Man City,Watford,5,1,H,1.1,10.0,26.0
23/04/2022,Norwich,Newcastle,0,3,A,3.5,3.3,2.15
23/04/2022,Brentford,Tottenham,0,0,D,4.33,3.5,1.85
24/04/2022,Brighton,Southampton,2,2,D,2.1,3.4,3.6
24/04/2022,Burnley,Wolves,1,0,H,2.7,3.0,2.87
24/04/2022,Chelsea,West Ham,1,0,H,1.5,4.33,6.5
24/04/2022,Liverpool,Everton,2,0,H,1.18,7.0,15.0
25/04/2022,Crystal Palace,Leeds,0,0,D,2.05,3.5,3.5
28/04/2022,Man United,Chelsea,1,1,D,3.2,3.4,2.25
30/04/2022,Newcastle,Liverpool,0,1,A,8.5,5.0,1.36
30/04/2022,Aston Villa,Norwich,2,0,H,1.4,4.5,9.0
30/04/2022,Southampton,Crystal Palace,1,2,A,2.4,3.3,3.1
30/04/2022,Watford,Burnley,1,2,A,2.6,3.3,2.75
30/04/2022,Wolves,Brighton,0,3,A,2.7,3.2,2.75
30/04/2022,Leeds,Man City,0,4,A,8.5,6.0,1.3
01/05/2022,Everton,Chelsea,1,0,H,5.0,3.6,1.75
01/05/2022,Tottenham,Leicester,3,1,H,1.44,4.75,7.0
01/05/2022,West Ham,Arsenal,1,2,A,4.33,3.8,1.8
02/05/2022,Man United,Brentford,3,0,H,1.72,4.0,4.5
07/05/2022,Brentford,Southampton,3,0,H,2.15,3.5,3.3
07/05/2022,Burnley,Aston Villa,1,3,A,3.0,3.3,2.4
07/05/2022,Chelsea,Wolves,2,2,D,1.33,5.0,9.5
07/05/2022,Crystal Palace,Watford,1,0,H,1.65,4.0,5.0
07/05/2022,Brighton,Man United,4,0,H,2.8,3.5,2.45
07/05/2022,Liverpool,Tottenham,1,1,D,1.4,5.0,7.0
08/05/2022,Arsenal,Leeds,2,1,H,1.45,4.5,7.0
08/05/2022,Leicester,Everton,1,2,A,2.6,3.3,2.75
08/05/2022,Norwich,West Ham,0,4,A,4.5,3.8,1.75
08/05/2022,Man City,Newcastle,5,0,H,1.16,7.0,17.0
10/05/2022,Aston Villa,Liverpool,1,2,A,7.5,4.75,1.4
11/05/2022,Leeds,Chelsea,0,3,A,4.75,4.2,1.65
11/05/2022,Leicester,Norwich,3,0,H,1.44,4.75,7.0
11/05/2022,Watford,Everton,0,0,D,4.2,3.6,1.83
11/05/2022,Wolves,Man City,1,5,A,11.0,6.0,1.25
12/05/2022,Tottenham,Arsenal,3,0,H,2.05,3.75,3.5
15/05/2022,Tottenham,Burnley,1,0,H,1.33,5.25,9.0
15/05/2022,Aston Villa,Crystal Palace,1,1,D,2.0,3.5,3.75
15/05/2022,Leeds,Brighton,1,1,D,2.62,3.5,2.62
15/05/2022,Watford,Leicester,1,5,A,3.8,3.5,1.95
15/05/2022,West Ham,Man City,2,2,D,7.5,5.0,1.4
15/05/2022,Wolves,Norwich,1,1,D,1.45,4.75,6.5
15/05/2022,Everton,Brentford,2,3,A,2.05,3.6,3.5
16/05/2022,Newcastle,Arsenal,2,0,H,4.33,3.6,1.83
17/05/2022,Southampton,Liverpool,1,2,A,7.5,5.5,1.33
19/05/2022,Everton,Crystal Palace,3,2,H,1.9,3.4,4.33
19/05/2022,Aston Villa,Burnley,1,1,D,2.05,3.5,3.6
19/05/2022,Chelsea,Leicester,1,1,D,1.4,4.75,8.0
22/05/2022,Arsenal,Everton,5,1,H,1.36,4.75,9.0
22/05/2022,Brentford,Leeds,1,2,A,2.45,3.8,2.62
22/05/2022,Brighton,West Ham,3,1,H,2.37,3.5,2.9
22/05/2022,Burnley,Newcastle,1,2,A,2.25,3.4,3.2
22/05/2022,Chelsea,Watford,2,1,H,1.18,7.5,15.0
22/05/2022,Crystal Palace,Man United,1,0,H,3.0,3.6,2.25
22/05/2022,Leicester,Southampton,4,1,H,1.85,4.0,3.8
22/05/2022,Liverpool,Wolves,3,1,H,1.14,8.5,15.0
22/05/2022,Man City,Aston Villa,3,2,H,1.16,8.0,17.0
22/05/2022,Norwich,Tottenham,0,5,A,9.5,6.5,1.25
05/08/2022,Crystal Palace,Arsenal,0,2,A,4.2,3.6,1.85
06/08/2022,Fulham,Liverpool,2,2,D,11.0,6.0,1.25
06/08/2022,Bournemouth,Aston Villa,2,0,H,3.75,3.5,2.0
06/08/2022,Leeds,Wolves,2,1,H,2.25,3.4,3.2
06/08/2022,Newcastle,Nott'm Forest,2,0,H,1.66,3.8,5.25
06/08/2022,Tottenham,Southampton,4,1,H,1.33,5.5,8.5
06/08/2022,Everton,Chelsea,0,1,A,5.5,4.0,1.61
07/08/2022,Leicester,Brentford,2,2,D,2.0,3.75,3.5
07/08/2022,Man United,Brighton,1,2,A,1.6,4.2,5.25
07/08/2022,West Ham,Man City,0,2,A,8.0,5.0,1.36
13/08/2022,Aston Villa,Everton,2,1,H,1.8,3.5,4.75
13/08/2022,Arsenal,Leicester,4,2,H,1.53,4.33,5.75
13/08/2022,Brighton,Newcastle,0,0,D,2.45,3.2,3.0
13/08/2022,Man City,Bournemouth,4,0,H,1.06,13.0,29.0
13/08/2022,Southampton,Leeds,2,2,D,2.25,3.5,3.1
13/08/2022,Wolves,Fulham,0,0,D,2.3,3.3,3.2
